date,sym,price,size,qualifier,extime
2014-02-14,RIO.AX,67.4,628,,14:32:06.468
2014-02-14,RIO.AX,67.4,1,,14:32:06.468
2014-02-14,RIO.AX,67.4,8,,14:32:06.468
2014-02-14,RIO.AX,67.4,4,,14:32:06.468
2014-02-14,RIO.AX,67.4,299,,14:32:06.499
2014-02-14,RIO.AX,67.4,51,,14:32:06.499
2014-02-14,RIO.AX,67.4,71,,14:32:06.499
2014-02-14,RIO.AX,67.4,70,,14:32:06.499
2014-02-14,RIO.AX,67.4,13,,14:32:06.499
2014-02-14,RIO.AX,67.4,2,,14:32:06.499
2014-02-14,RIO.AX,67.4,341,,14:32:06.499
2014-02-14,RIO.AX,67.4,2,,14:32:06.499
2014-02-14,RIO.AX,67.4,21,,14:32:06.593
2014-02-14,RIO.AX,67.4,300,,14:32:06.624
2014-02-14,RIO.AX,67.4,1,,14:32:06.655
2014-02-14,RIO.AX,67.4,37,,14:32:06.749
2014-02-14,RIO.AX,67.4,2,,14:32:06.998
2014-02-14,RIO.AX,67.41,34,,14:32:08.215
2014-02-14,RIO.AX,67.41,72,,14:32:08.246
2014-02-14,RIO.AX,67.41,58,,14:32:13.457
2014-02-14,RIO.AX,67.41,294,,14:32:13.457
2014-02-14,RIO.AX,67.41,198,,14:32:13.457
2014-02-14,RIO.AX,67.41,69,,14:32:13.457
2014-02-14,RIO.AX,67.41,82,,14:32:13.457
2014-02-14,RIO.AX,67.41,61,,14:32:13.457
2014-02-14,RIO.AX,67.41,319,,14:32:13.488
2014-02-14,RIO.AX,67.41,100,,14:32:13.488
2014-02-14,RIO.AX,67.41,39,,14:32:13.488
2014-02-14,RIO.AX,67.41,47,,14:32:13.488
2014-02-14,RIO.AX,67.41,105,,14:32:13.488
2014-02-14,RIO.AX,67.41,69,,14:32:13.488
2014-02-14,RIO.AX,67.41,559,,14:32:13.488
2014-02-14,RIO.AX,67.41,34,,14:32:27.497
2014-02-14,RIO.AX,67.41,100,,14:32:27.528
2014-02-14,RIO.AX,67.41,82,,14:32:27.528
2014-02-14,RIO.AX,67.41,12,,14:32:27.528
2014-02-14,RIO.AX,67.41,536,,14:32:27.528
2014-02-14,RIO.AX,67.41,47,,14:32:27.528
2014-02-14,RIO.AX,67.41,68,,14:32:27.528
2014-02-14,RIO.AX,67.42,97,,14:32:28.994
2014-02-14,RIO.AX,67.42,46,,14:32:28.994
2014-02-14,RIO.AX,67.42,87,,14:32:28.994
2014-02-14,RIO.AX,67.42,105,,14:32:28.994
2014-02-14,RIO.AX,67.42,105,,14:32:28.994
2014-02-14,RIO.AX,67.42,69,,14:32:28.994
2014-02-14,RIO.AX,67.42,105,,14:32:28.994
2014-02-14,RIO.AX,67.42,72,,14:32:28.994
2014-02-14,RIO.AX,67.42,170,,14:32:28.994
2014-02-14,RIO.AX,67.42,82,,14:32:28.994
2014-02-14,RIO.AX,67.42,606,,14:32:50.491
2014-02-14,RIO.AX,67.42,82,,14:32:50.491
2014-02-14,RIO.AX,67.42,170,,14:32:50.491
2014-02-14,RIO.AX,67.42,42,,14:32:50.522
2014-02-14,RIO.AX,67.42,158,,14:32:50.616
2014-02-14,RIO.AX,67.42,84,,14:32:53.268
2014-02-14,RIO.AX,67.42,34,,14:32:53.268
2014-02-14,RIO.AX,67.42,51,,14:32:53.268
2014-02-14,RIO.AX,67.43,49,,14:33:16.262
2014-02-14,RIO.AX,67.43,281,,14:33:16.262
2014-02-14,RIO.AX,67.43,75,,14:33:16.262
2014-02-14,RIO.AX,67.43,81,,14:33:16.262
2014-02-14,RIO.AX,67.43,158,,14:33:16.262
2014-02-14,RIO.AX,67.43,251,,14:33:16.262
2014-02-14,RIO.AX,67.43,73,,14:33:16.262
2014-02-14,RIO.AX,67.43,76,,14:33:16.262
2014-02-14,RIO.AX,67.43,542,,14:33:16.262
2014-02-14,RIO.AX,67.43,82,XT,14:33:16.262
2014-02-14,RIO.AX,67.43,47,,14:33:16.262
2014-02-14,RIO.AX,67.43,93,,14:33:16.262
2014-02-14,RIO.AX,67.43,86,,14:33:16.262
2014-02-14,RIO.AX,67.43,104,,14:33:16.262
2014-02-14,RIO.AX,67.44,75,,14:33:36.761
2014-02-14,RIO.AX,67.44,21,,14:33:36.761
2014-02-14,RIO.AX,67.44,7,,14:33:37.665
2014-02-14,RIO.AX,67.44,69,XT,14:33:38.757
2014-02-14,RIO.AX,67.44,117,,14:33:38.757
2014-02-14,RIO.AX,67.44,98,XT,14:33:38.757
2014-02-14,RIO.AX,67.44,16,,14:33:38.757
2014-02-14,RIO.AX,67.44,2,,14:33:42.969
2014-02-14,RIO.AX,67.44,304,,14:33:47.618
2014-02-14,RIO.AX,67.44,251,,14:33:47.618
2014-02-14,RIO.AX,67.44,491,,14:33:47.650
2014-02-14,RIO.AX,67.44,62,,14:33:47.650
2014-02-14,RIO.AX,67.44,50,,14:33:47.650
2014-02-14,RIO.AX,67.45,100,,14:33:47.806
2014-02-14,RIO.AX,67.45,96,,14:33:47.806
2014-02-14,RIO.AX,67.45,61,,14:33:47.806
2014-02-14,RIO.AX,67.45,51,,14:33:47.806
2014-02-14,RIO.AX,67.45,102,,14:33:47.806
2014-02-14,RIO.AX,67.45,7,,14:33:47.837
2014-02-14,RIO.AX,67.46,7,,14:34:09.677
2014-02-14,RIO.AX,67.46,7,XT,14:34:41.750
2014-02-14,RIO.AX,67.45,131,,14:34:41.750
2014-02-14,RIO.AX,67.45,56,,14:34:41.750
2014-02-14,RIO.AX,67.45,27,,14:34:41.750
2014-02-14,RIO.AX,67.45,24,,14:34:41.750
2014-02-14,RIO.AX,67.45,130,,14:34:41.750
2014-02-14,RIO.AX,67.45,317,,14:34:41.750
2014-02-14,RIO.AX,67.45,8,,14:34:41.750
2014-02-14,RIO.AX,67.45,15,,14:34:41.750
2014-02-14,RIO.AX,67.45,100,,14:34:41.750
2014-02-14,RIO.AX,67.45,119,,14:34:41.750
2014-02-14,RIO.AX,67.45,66,,14:34:41.782
2014-02-14,RIO.AX,67.45,6,,14:34:41.782
2014-02-14,RIO.AX,67.45,4,,14:34:41.782
2014-02-14,RIO.AX,67.45,301,,14:34:41.782
2014-02-14,RIO.AX,67.45,361,,14:34:41.782
2014-02-14,RIO.AX,67.45,70,,14:34:41.782
2014-02-14,RIO.AX,67.45,13,,14:34:41.782
2014-02-14,RIO.AX,67.45,24,,14:34:41.782
2014-02-14,RIO.AX,67.45,8,,14:34:41.782
2014-02-14,RIO.AX,67.45,19,,14:34:41.782
2014-02-14,RIO.AX,67.45,3,,14:34:41.782
2014-02-14,RIO.AX,67.45,118,,14:34:41.782
2014-02-14,RIO.AX,67.45,36,,14:34:41.782
2014-02-14,RIO.AX,67.44,110,,14:34:42.094
2014-02-14,RIO.AX,67.44,1,,14:34:42.094
2014-02-14,RIO.AX,67.44,27,,14:34:42.094
2014-02-14,RIO.AX,67.44,62,,14:34:42.094
2014-02-14,RIO.AX,67.44,19,,14:34:42.094
2014-02-14,RIO.AX,67.44,27,,14:34:42.094
2014-02-14,RIO.AX,67.44,78,,14:34:42.094
2014-02-14,RIO.AX,67.44,76,,14:34:42.281
2014-02-14,RIO.AX,67.45,15,,14:34:47.429
2014-02-14,RIO.AX,67.45,183,,14:34:47.429
2014-02-14,RIO.AX,67.45,85,,14:34:47.429
2014-02-14,RIO.AX,67.45,200,,14:34:47.429
2014-02-14,RIO.AX,67.45,69,,14:34:47.460
2014-02-14,RIO.AX,67.45,69,,14:34:47.460
2014-02-14,RIO.AX,67.45,129,,14:34:47.460
2014-02-14,RIO.AX,67.45,492,,14:34:47.460
2014-02-14,RIO.AX,67.45,13,,14:34:47.460
2014-02-14,RIO.AX,67.45,64,,14:34:47.460
2014-02-14,RIO.AX,67.45,47,,14:34:47.460
2014-02-14,RIO.AX,67.45,62,,14:34:47.460
2014-02-14,RIO.AX,67.45,91,,14:34:47.460
2014-02-14,RIO.AX,67.45,91,,14:34:47.897
2014-02-14,RIO.AX,67.45,18,,14:34:47.928
2014-02-14,RIO.AX,67.45,73,,14:34:51.610
2014-02-14,RIO.AX,67.45,100,,14:34:51.610
2014-02-14,RIO.AX,67.45,183,,14:34:51.610
2014-02-14,RIO.AX,67.45,356,,14:34:51.610
2014-02-14,RIO.AX,67.45,133,,14:34:51.610
2014-02-14,RIO.AX,67.45,91,,14:34:51.610
2014-02-14,RIO.AX,67.45,183,,14:34:51.641
2014-02-14,RIO.AX,67.46,1,,14:34:51.641
2014-02-14,RIO.AX,67.46,140,,14:34:54.542
2014-02-14,RIO.AX,67.46,47,,14:34:54.542
2014-02-14,RIO.AX,67.46,13,,14:34:54.542
2014-02-14,RIO.AX,67.45,2881,,14:34:55.385
2014-02-14,RIO.AX,67.45,55,,14:34:55.385
2014-02-14,RIO.AX,67.45,3,,14:34:55.385
2014-02-14,RIO.AX,67.45,1109,,14:34:55.385
2014-02-14,RIO.AX,67.45,9,,14:34:55.416
2014-02-14,RIO.AX,67.45,114,,14:34:55.416
2014-02-14,RIO.AX,67.45,592,,14:34:55.416
2014-02-14,RIO.AX,67.44,38,,14:34:55.416
2014-02-14,RIO.AX,67.44,63,,14:34:55.416
2014-02-14,RIO.AX,67.44,24,,14:34:55.416
2014-02-14,RIO.AX,67.44,25,,14:34:55.416
2014-02-14,RIO.AX,67.44,69,,14:34:55.416
2014-02-14,RIO.AX,67.44,105,,14:34:55.416
2014-02-14,RIO.AX,67.44,69,,14:34:55.416
2014-02-14,RIO.AX,67.44,140,,14:34:55.416
2014-02-14,RIO.AX,67.43,35,,14:34:55.416
2014-02-14,RIO.AX,67.43,105,,14:34:55.416
2014-02-14,RIO.AX,67.43,66,,14:34:55.416
2014-02-14,RIO.AX,67.43,10,,14:34:55.416
2014-02-14,RIO.AX,67.43,25,,14:34:55.416
2014-02-14,RIO.AX,67.43,69,,14:34:55.416
2014-02-14,RIO.AX,67.43,244,,14:34:55.416
2014-02-14,RIO.AX,67.43,69,,14:34:55.416
2014-02-14,RIO.AX,67.43,200,,14:34:55.416
2014-02-14,RIO.AX,67.42,20,,14:34:55.416
2014-02-14,RIO.AX,67.42,26,,14:34:55.447
2014-02-14,RIO.AX,67.42,69,,14:34:55.447
2014-02-14,RIO.AX,67.42,69,,14:34:55.447
2014-02-14,RIO.AX,67.42,105,,14:34:55.447
2014-02-14,RIO.AX,67.42,11,,14:34:55.447
2014-02-14,RIO.AX,67.42,1000,,14:34:55.447
2014-02-14,RIO.AX,67.42,142,,14:34:55.447
2014-02-14,RIO.AX,67.42,22,,14:34:55.447
2014-02-14,RIO.AX,67.42,2882,,14:34:55.447
2014-02-14,RIO.AX,67.42,225,,14:34:55.447
2014-02-14,RIO.AX,67.42,1000,,14:34:55.634
2014-02-14,RIO.AX,67.42,1310,,14:34:55.634
2014-02-14,RIO.AX,67.42,100,,14:34:55.759
2014-02-14,RIO.AX,67.42,10,,14:35:09.799
2014-02-14,RIO.AX,67.42,56,,14:35:14.261
2014-02-14,RIO.AX,67.42,126,,14:35:14.386
2014-02-14,RIO.AX,67.42,5,,14:35:14.978
2014-02-14,RIO.AX,67.43,96,,14:35:25.711
2014-02-14,RIO.AX,67.43,40,,14:35:25.711
2014-02-14,RIO.AX,67.43,62,,14:35:25.805
2014-02-14,RIO.AX,67.43,14,,14:35:25.805
2014-02-14,RIO.AX,67.43,91,,14:35:25.805
2014-02-14,RIO.AX,67.43,92,,14:35:25.805
2014-02-14,RIO.AX,67.43,462,,14:35:29.798
2014-02-14,RIO.AX,67.43,106,,14:35:29.798
2014-02-14,RIO.AX,67.43,52,,14:35:29.798
2014-02-14,RIO.AX,67.43,77,,14:35:29.798
2014-02-14,RIO.AX,67.43,97,,14:35:29.798
2014-02-14,RIO.AX,67.43,160,,14:35:29.798
2014-02-14,RIO.AX,67.43,1,,14:35:29.830
2014-02-14,RIO.AX,67.43,5,,14:35:30.079
2014-02-14,RIO.AX,67.42,400,,14:35:44.119
2014-02-14,RIO.AX,67.42,600,,14:35:44.119
2014-02-14,RIO.AX,67.42,191,,14:35:44.119
2014-02-14,RIO.AX,67.42,6,,14:35:44.119
2014-02-14,RIO.AX,67.42,39,,14:35:44.151
2014-02-14,RIO.AX,67.42,159,,14:35:44.151
2014-02-14,RIO.AX,67.42,16,,14:35:44.151
2014-02-14,RIO.AX,67.41,200,,14:35:45.555
2014-02-14,RIO.AX,67.41,800,,14:35:45.555
2014-02-14,RIO.AX,67.41,100,,14:35:45.586
2014-02-14,RIO.AX,67.41,164,,14:35:45.586
2014-02-14,RIO.AX,67.41,1,,14:35:45.586
2014-02-14,RIO.AX,67.41,76,,14:35:45.586
2014-02-14,RIO.AX,67.41,2,,14:35:45.586
2014-02-14,RIO.AX,67.41,4,,14:35:45.586
2014-02-14,RIO.AX,67.41,160,,14:35:45.960
2014-02-14,RIO.AX,67.41,69,,14:35:45.960
2014-02-14,RIO.AX,67.41,160,,14:35:45.960
2014-02-14,RIO.AX,67.41,40,,14:35:45.991
2014-02-14,RIO.AX,67.4,300,,14:35:46.771
2014-02-14,RIO.AX,67.4,300,,14:35:48.363
2014-02-14,RIO.AX,67.4,200,,14:35:48.394
2014-02-14,RIO.AX,67.4,98,,14:35:48.394
2014-02-14,RIO.AX,67.41,120,,14:35:49.985
2014-02-14,RIO.AX,67.41,69,,14:35:49.985
2014-02-14,RIO.AX,67.41,100,,14:35:49.985
2014-02-14,RIO.AX,67.41,160,,14:35:50.016
2014-02-14,RIO.AX,67.41,69,,14:35:50.016
2014-02-14,RIO.AX,67.41,239,,14:35:50.016
2014-02-14,RIO.AX,67.41,517,,14:35:50.016
2014-02-14,RIO.AX,67.41,118,,14:35:50.047
2014-02-14,RIO.AX,67.41,4,,14:35:50.079
2014-02-14,RIO.AX,67.41,78,,14:35:50.110
2014-02-14,RIO.AX,67.41,82,,14:35:53.979
2014-02-14,RIO.AX,67.41,118,,14:35:53.979
2014-02-14,RIO.AX,67.41,77,,14:35:53.979
2014-02-14,RIO.AX,67.41,200,,14:35:53.979
2014-02-14,RIO.AX,67.41,20,,14:35:53.979
2014-02-14,RIO.AX,67.41,457,,14:36:04.431
2014-02-14,RIO.AX,67.41,160,,14:36:04.431
2014-02-14,RIO.AX,67.41,72,,14:36:04.431
2014-02-14,RIO.AX,67.41,91,,14:36:04.431
2014-02-14,RIO.AX,67.41,200,,14:36:04.555
2014-02-14,RIO.AX,67.42,200,,14:36:19.344
2014-02-14,RIO.AX,67.41,19,,14:36:36.286
2014-02-14,RIO.AX,67.42,300,,14:36:44.772
2014-02-14,RIO.AX,67.42,500,,14:36:44.772
2014-02-14,RIO.AX,67.42,500,,14:36:44.772
2014-02-14,RIO.AX,67.42,76,XT,14:36:44.772
2014-02-14,RIO.AX,67.42,513,,14:36:44.772
2014-02-14,RIO.AX,67.42,79,XT,14:36:44.772
2014-02-14,RIO.AX,67.42,72,XT,14:36:44.772
2014-02-14,RIO.AX,67.42,343,XT,14:36:44.772
2014-02-14,RIO.AX,67.42,91,XT,14:36:44.803
2014-02-14,RIO.AX,67.42,26,XT,14:36:44.803
2014-02-14,RIO.AX,67.42,43,,14:36:49.140
2014-02-14,RIO.AX,67.42,100,,14:36:49.140
2014-02-14,RIO.AX,67.42,57,,14:36:49.140
2014-02-14,RIO.AX,67.42,1954,,14:36:49.140
2014-02-14,RIO.AX,67.42,49,,14:36:49.140
2014-02-14,RIO.AX,67.42,49,,14:36:49.140
2014-02-14,RIO.AX,67.42,47,,14:36:49.140
2014-02-14,RIO.AX,67.42,47,,14:36:49.140
2014-02-14,RIO.AX,67.43,113,XT,14:36:50.263
2014-02-14,RIO.AX,67.43,89,XT,14:36:50.263
2014-02-14,RIO.AX,67.43,98,,14:36:50.295
2014-02-14,RIO.AX,67.43,111,,14:36:50.326
2014-02-14,RIO.AX,67.43,289,,14:36:50.326
2014-02-14,RIO.AX,67.43,50,,14:36:50.326
2014-02-14,RIO.AX,67.43,52,,14:36:50.326
2014-02-14,RIO.AX,67.43,82,,14:36:50.326
2014-02-14,RIO.AX,67.43,180,,14:36:50.326
2014-02-14,RIO.AX,67.43,536,,14:36:59.467
2014-02-14,RIO.AX,67.43,16,,14:36:59.467
2014-02-14,RIO.AX,67.43,68,,14:36:59.467
2014-02-14,RIO.AX,67.43,119,,14:36:59.467
2014-02-14,RIO.AX,67.43,477,,14:36:59.467
2014-02-14,RIO.AX,67.43,1,,14:36:59.467
2014-02-14,RIO.AX,67.43,8,,14:36:59.467
2014-02-14,RIO.AX,67.43,24,,14:36:59.467
2014-02-14,RIO.AX,67.43,2,,14:36:59.467
2014-02-14,RIO.AX,67.43,10,,14:36:59.467
2014-02-14,RIO.AX,67.42,162,XT,14:37:05.614
2014-02-14,RIO.AX,67.42,1,,14:37:05.645
2014-02-14,RIO.AX,67.42,28,,14:37:05.645
2014-02-14,RIO.AX,67.42,41,,14:37:05.645
2014-02-14,RIO.AX,67.42,32,,14:37:05.645
2014-02-14,RIO.AX,67.42,4,,14:37:05.645
2014-02-14,RIO.AX,67.42,12,,14:37:05.645
2014-02-14,RIO.AX,67.42,57,,14:37:05.645
2014-02-14,RIO.AX,67.42,95,,14:37:05.645
2014-02-14,RIO.AX,67.42,11,,14:37:09.233
2014-02-14,RIO.AX,67.42,37,,14:37:09.233
2014-02-14,RIO.AX,67.42,4,,14:37:09.233
2014-02-14,RIO.AX,67.41,212,,14:37:09.233
2014-02-14,RIO.AX,67.41,148,,14:37:09.264
2014-02-14,RIO.AX,67.41,200,,14:37:09.264
2014-02-14,RIO.AX,67.42,78,,14:38:00.620
2014-02-14,RIO.AX,67.42,87,,14:38:00.651
2014-02-14,RIO.AX,67.42,35,,14:38:00.651
2014-02-14,RIO.AX,67.41,441,,14:38:00.744
2014-02-14,RIO.AX,67.41,77,,14:38:00.744
2014-02-14,RIO.AX,67.41,178,,14:38:00.744
2014-02-14,RIO.AX,67.41,52,,14:38:00.744
2014-02-14,RIO.AX,67.41,135,,14:38:00.744
2014-02-14,RIO.AX,67.41,20,,14:38:00.744
2014-02-14,RIO.AX,67.41,2,,14:38:00.744
2014-02-14,RIO.AX,67.41,131,,14:38:00.744
2014-02-14,RIO.AX,67.41,31,,14:38:00.744
2014-02-14,RIO.AX,67.41,4,,14:38:00.744
2014-02-14,RIO.AX,67.41,4,XT,14:38:00.744
2014-02-14,RIO.AX,67.41,49,,14:38:00.744
2014-02-14,RIO.AX,67.41,56,,14:38:00.744
2014-02-14,RIO.AX,67.41,8,XT,14:38:00.744
2014-02-14,RIO.AX,67.41,4,,14:38:00.744
2014-02-14,RIO.AX,67.41,1,,14:38:01.337
2014-02-14,RIO.AX,67.41,1,,14:38:02.086
2014-02-14,RIO.AX,67.41,41,,14:38:11.384
2014-02-14,RIO.AX,67.41,38,,14:38:11.384
2014-02-14,RIO.AX,67.41,100,,14:38:11.384
2014-02-14,RIO.AX,67.41,264,,14:38:11.384
2014-02-14,RIO.AX,67.41,57,,14:38:11.384
2014-02-14,RIO.AX,67.41,98,,14:38:12.788
2014-02-14,RIO.AX,67.41,2,,14:38:12.788
2014-02-14,RIO.AX,67.41,400,,14:38:12.788
2014-02-14,RIO.AX,67.41,200,,14:38:32.256
2014-02-14,RIO.AX,67.41,37,,14:38:32.256
2014-02-14,RIO.AX,67.41,47,,14:38:32.256
2014-02-14,RIO.AX,67.41,155,,14:38:32.288
2014-02-14,RIO.AX,67.41,61,,14:38:32.288
2014-02-14,RIO.AX,67.41,48,,14:38:32.288
2014-02-14,RIO.AX,67.41,130,,14:38:32.288
2014-02-14,RIO.AX,67.41,200,,14:38:32.288
2014-02-14,RIO.AX,67.41,22,,14:38:32.288
2014-02-14,RIO.AX,67.41,300,,14:38:32.288
2014-02-14,RIO.AX,67.41,82,,14:38:32.288
2014-02-14,RIO.AX,67.41,57,,14:38:32.288
2014-02-14,RIO.AX,67.41,2,,14:38:32.319
2014-02-14,RIO.AX,67.41,47,,14:38:32.319
2014-02-14,RIO.AX,67.41,62,,14:38:32.319
2014-02-14,RIO.AX,67.41,47,,14:38:32.319
2014-02-14,RIO.AX,67.41,78,,14:38:32.350
2014-02-14,RIO.AX,67.42,3,,14:38:33.255
2014-02-14,RIO.AX,67.42,57,,14:38:33.255
2014-02-14,RIO.AX,67.42,70,,14:38:33.255
2014-02-14,RIO.AX,67.42,77,,14:38:33.255
2014-02-14,RIO.AX,67.42,212,,14:38:33.255
2014-02-14,RIO.AX,67.42,81,,14:38:33.255
2014-02-14,RIO.AX,67.42,55,,14:38:33.255
2014-02-14,RIO.AX,67.42,302,,14:38:33.255
2014-02-14,RIO.AX,67.42,82,,14:38:33.255
2014-02-14,RIO.AX,67.42,109,,14:38:33.255
2014-02-14,RIO.AX,67.42,155,,14:38:33.255
2014-02-14,RIO.AX,67.42,77,,14:38:33.255
2014-02-14,RIO.AX,67.42,88,,14:38:49.947
2014-02-14,RIO.AX,67.42,67,XT,14:39:02.427
2014-02-14,RIO.AX,67.42,78,XT,14:39:02.427
2014-02-14,RIO.AX,67.42,78,,14:39:02.427
2014-02-14,RIO.AX,67.42,88,XT,14:39:02.427
2014-02-14,RIO.AX,67.43,1,,14:39:07.949
2014-02-14,RIO.AX,67.43,86,,14:39:07.980
2014-02-14,RIO.AX,67.43,77,,14:39:07.980
2014-02-14,RIO.AX,67.43,18,,14:39:07.980
2014-02-14,RIO.AX,67.43,96,,14:39:12.723
2014-02-14,RIO.AX,67.43,167,,14:39:12.723
2014-02-14,RIO.AX,67.43,175,,14:39:12.723
2014-02-14,RIO.AX,67.43,83,,14:39:12.723
2014-02-14,RIO.AX,67.43,42,,14:39:12.723
2014-02-14,RIO.AX,67.43,1,,14:39:12.723
2014-02-14,RIO.AX,67.43,170,,14:39:12.723
2014-02-14,RIO.AX,67.43,47,,14:39:12.723
2014-02-14,RIO.AX,67.44,85,,14:39:12.754
2014-02-14,RIO.AX,67.44,114,,14:39:12.754
2014-02-14,RIO.AX,67.44,70,,14:39:12.754
2014-02-14,RIO.AX,67.44,100,,14:39:19.400
2014-02-14,RIO.AX,67.44,83,,14:39:19.431
2014-02-14,RIO.AX,67.44,317,,14:39:19.431
2014-02-14,RIO.AX,67.44,83,,14:39:21.178
2014-02-14,RIO.AX,67.44,200,,14:39:21.209
2014-02-14,RIO.AX,67.45,100,,14:39:32.161
2014-02-14,RIO.AX,67.45,7,,14:39:38.869
2014-02-14,RIO.AX,67.45,93,,14:39:41.209
2014-02-14,RIO.AX,67.45,55,,14:39:41.209
2014-02-14,RIO.AX,67.45,613,,14:39:41.209
2014-02-14,RIO.AX,67.45,100,,14:39:41.209
2014-02-14,RIO.AX,67.45,142,,14:39:41.209
2014-02-14,RIO.AX,67.45,170,,14:39:41.209
2014-02-14,RIO.AX,67.45,83,,14:39:41.209
2014-02-14,RIO.AX,67.45,170,,14:39:41.209
2014-02-14,RIO.AX,67.45,75,,14:39:41.240
2014-02-14,RIO.AX,67.45,83,,14:39:41.739
2014-02-14,RIO.AX,67.45,72,,14:39:41.770
2014-02-14,RIO.AX,67.45,11,,14:39:41.770
2014-02-14,RIO.AX,67.45,72,,14:39:41.770
2014-02-14,RIO.AX,67.45,11,,14:39:41.770
2014-02-14,RIO.AX,67.455,52,CX,14:39:46.357
2014-02-14,RIO.AX,67.455,74,CX,14:39:46.357
2014-02-14,RIO.AX,67.45,77,,14:39:46.388
2014-02-14,RIO.AX,67.45,98,,14:39:46.419
2014-02-14,RIO.AX,67.45,68,,14:39:46.419
2014-02-14,RIO.AX,67.45,60,,14:39:46.419
2014-02-14,RIO.AX,67.45,64,,14:39:46.419
2014-02-14,RIO.AX,67.45,16,,14:39:46.419
2014-02-14,RIO.AX,67.45,1,,14:39:46.419
2014-02-14,RIO.AX,67.45,83,,14:39:46.450
2014-02-14,RIO.AX,67.45,83,,14:39:46.481
2014-02-14,RIO.AX,67.45,34,,14:39:46.513
2014-02-14,RIO.AX,67.45,49,,14:39:49.820
2014-02-14,RIO.AX,67.45,51,,14:39:49.820
2014-02-14,RIO.AX,67.45,100,,14:39:49.820
2014-02-14,RIO.AX,67.45,200,,14:39:49.820
2014-02-14,RIO.AX,67.45,170,,14:39:49.820
2014-02-14,RIO.AX,67.45,170,,14:39:49.820
2014-02-14,RIO.AX,67.45,69,,14:39:49.820
2014-02-14,RIO.AX,67.45,74,,14:39:56.216
2014-02-14,RIO.AX,67.45,100,,14:39:56.933
2014-02-14,RIO.AX,67.45,900,,14:40:02.144
2014-02-14,RIO.AX,67.45,162,,14:40:02.144
2014-02-14,RIO.AX,67.45,3,XT,14:40:02.144
2014-02-14,RIO.AX,67.45,19,,14:40:02.144
2014-02-14,RIO.AX,67.45,45,XT,14:40:02.144
2014-02-14,RIO.AX,67.45,1,,14:40:02.144
2014-02-14,RIO.AX,67.45,305,,14:40:02.144
2014-02-14,RIO.AX,67.45,305,,14:40:02.144
2014-02-14,RIO.AX,67.45,400,,14:40:26.948
2014-02-14,RIO.AX,67.45,232,,14:40:26.948
2014-02-14,RIO.AX,67.45,71,,14:40:26.948
2014-02-14,RIO.AX,67.45,152,,14:40:26.948
2014-02-14,RIO.AX,67.45,29,,14:40:26.948
2014-02-14,RIO.AX,67.45,29,,14:40:26.948
2014-02-14,RIO.AX,67.45,4,,14:40:26.979
2014-02-14,RIO.AX,67.45,4,,14:40:26.979
2014-02-14,RIO.AX,67.45,12,,14:40:26.979
2014-02-14,RIO.AX,67.45,2,,14:40:26.979
2014-02-14,RIO.AX,67.45,23,,14:40:26.979
2014-02-14,RIO.AX,67.45,1,,14:40:26.979
2014-02-14,RIO.AX,67.45,78,,14:40:26.979
2014-02-14,RIO.AX,67.45,533,,14:40:26.979
2014-02-14,RIO.AX,67.45,87,,14:40:26.979
2014-02-14,RIO.AX,67.45,26,,14:40:27.385
2014-02-14,RIO.AX,67.46,100,,14:40:33.500
2014-02-14,RIO.AX,67.46,50,,14:40:33.500
2014-02-14,RIO.AX,67.45,657,,14:40:37.805
2014-02-14,RIO.AX,67.45,5,,14:40:37.805
2014-02-14,RIO.AX,67.45,110,,14:40:37.805
2014-02-14,RIO.AX,67.45,7,,14:40:37.805
2014-02-14,RIO.AX,67.44,3,,14:40:38.055
2014-02-14,RIO.AX,67.44,8,,14:40:38.055
2014-02-14,RIO.AX,67.45,4,,14:40:38.336
2014-02-14,RIO.AX,67.46,5000,EQTM,14:40:43.733
2014-02-14,RIO.AX,67.45,31,,14:40:48.070
2014-02-14,RIO.AX,67.45,189,,14:40:48.101
2014-02-14,RIO.AX,67.45,74,,14:40:48.101
2014-02-14,RIO.AX,67.45,373,,14:40:48.101
2014-02-14,RIO.AX,67.45,100,,14:40:48.101
2014-02-14,RIO.AX,67.45,200,,14:40:48.101
2014-02-14,RIO.AX,67.45,69,,14:40:48.101
2014-02-14,RIO.AX,67.45,464,,14:40:48.101
2014-02-14,RIO.AX,67.45,528,,14:40:48.101
2014-02-14,RIO.AX,67.45,44,,14:40:48.101
2014-02-14,RIO.AX,67.45,200,,14:40:48.101
2014-02-14,RIO.AX,67.45,5,,14:41:08.413
2014-02-14,RIO.AX,67.45,95,,14:41:13.280
2014-02-14,RIO.AX,67.45,47,,14:41:13.280
2014-02-14,RIO.AX,67.45,146,,14:41:13.280
2014-02-14,RIO.AX,67.45,93,,14:41:13.280
2014-02-14,RIO.AX,67.45,19,,14:41:13.280
2014-02-14,RIO.AX,67.45,28,,14:41:13.280
2014-02-14,RIO.AX,67.45,313,,14:41:13.280
2014-02-14,RIO.AX,67.45,59,,14:41:13.280
2014-02-14,RIO.AX,67.45,9,XT,14:41:13.280
2014-02-14,RIO.AX,67.45,224,,14:41:13.280
2014-02-14,RIO.AX,67.45,400,,14:41:13.280
2014-02-14,RIO.AX,67.45,44,,14:41:13.280
2014-02-14,RIO.AX,67.45,52,,14:41:13.311
